itemLabel,date_of_birth,date_of_death
Masahiro Auchi,1958-01-01T00:00:00Z,2001-09-24T00:00:00Z
Katsumi Iino,1963-07-01T00:00:00Z,
Q17193336,1885-01-04T00:00:00Z,1961-07-07T00:00:00Z
Chikatsugu Iwasaki,1921-01-07T00:00:00Z,2009-01-01T00:00:00Z
Ikuo Uozu,1931-01-01T00:00:00Z,
Donald Brinkmann,1909-02-09T00:00:00Z,1963-08-28T00:00:00Z
Zahid Hamid,1947-10-24T00:00:00Z,
Tomasz Kitliński,1965-12-29T00:00:00Z,
Susan James,,
Salvador Minguijón Adrián,1874-01-01T00:00:00Z,1959-01-01T00:00:00Z
Kōhei Yoshida,1942-08-31T00:00:00Z,
Jōji Yorikawa,1961-01-01T00:00:00Z,
Q17211952,1928-01-01T00:00:00Z,2005-08-28T00:00:00Z
Tatsuo Mizuno,1940-10-26T00:00:00Z,
Tōru Funaki,1952-01-01T00:00:00Z,
Yasushi Kuyama,1915-08-12T00:00:00Z,1994-12-30T00:00:00Z
Shū Watanabe,1916-01-01T00:00:00Z,2000-01-31T00:00:00Z
Kyōichi Murakami,1936-01-01T00:00:00Z,
Buichirō Watanabe,1967-01-01T00:00:00Z,
Keiji Hoshikawa,1956-01-01T00:00:00Z,
Eizō Hori,1956-01-01T00:00:00Z,
Q17220235,1858-08-26T00:00:00Z,1899-02-23T00:00:00Z
Q17220444,1922-10-14T00:00:00Z,2004-09-10T00:00:00Z
Eiji Makino,1948-08-09T00:00:00Z,
Q17223712,1889-01-22T00:00:00Z,1922-04-26T00:00:00Z
Hiroshi Ogawa,1920-06-01T00:00:00Z,2010-07-17T00:00:00Z
Kōhei Yamamoto,1940-11-01T00:00:00Z,
Hidehisa Sakai,1934-01-01T00:00:00Z,1994-01-16T00:00:00Z
Ikuo Yamamoto,1953-01-01T00:00:00Z,
Q17225566,1871-04-14T00:00:00Z,1941-01-29T00:00:00Z
Franz Xaver Gmeiner,1752-01-06T00:00:00Z,1824-02-27T00:00:00Z
Q23001563,1888-08-02T00:00:00Z,1977-05-10T00:00:00Z
Eli Bartra,1947-09-06T00:00:00Z,
Alan Pratt,,
Graciela Hierro,1928-01-01T00:00:00Z,2003-10-30T00:00:00Z
Trudy Govier,1944-08-03T00:00:00Z,
J. Anthony Blair,1941-01-01T00:00:00Z,
Q23296478,1954-01-01T00:00:00Z,
Margaret Atherton,,
Tatjana Višak,1974-12-12T00:00:00Z,
Élisabeth Ferrand,1700-01-01T00:00:00Z,1752-09-03T00:00:00Z
Joan Guàrdia Olmos,1958-10-20T00:00:00Z,
Q23505679,1948-01-01T00:00:00Z,
Ignaas Devisch,1970-08-15T00:00:00Z,
Dirk Vollenhoven,1892-11-01T00:00:00Z,1978-06-06T00:00:00Z
Ladislav Rieger,1890-05-17T00:00:00Z,1958-04-30T00:00:00Z
Ernest Albee,1865-08-08T00:00:00Z,1917-01-01T00:00:00Z
Natalie Depraz,1964-12-13T00:00:00Z,
Peter Skagestad,1947-06-27T00:00:00Z,
Stephen Cave,,
Yann Dall'Aglio,,
Camilla Erculiani,1501-01-01T00:00:00Z,1600-01-01T00:00:00Z
Q23835485,,
Q23835906,,
Q23836109,1937-01-10T00:00:00Z,
Q23836166,1932-01-01T00:00:00Z,
Takatsura Andō,,1984-05-26T00:00:00Z
Q23837689,,
Vincent C. Müller,,
Bulent Diken,,
Dieter Misgeld,1938-01-01T00:00:00Z,
C.-T. James Huang,1948-01-01T00:00:00Z,
Christian Göbel,1973-01-01T00:00:00Z,
Laura Llevadot,,
Q23906170,1862-03-07T00:00:00Z,1918-01-03T00:00:00Z
Stanislas Dockx,1901-03-31T00:00:00Z,1985-11-07T00:00:00Z
Q23906880,,
Corneliu Mircea,1944-01-23T00:00:00Z,
Q23914124,1952-07-25T00:00:00Z,
Gilles Hanus,1966-01-01T00:00:00Z,
Q23942903,1872-06-24T00:00:00Z,1940-07-05T00:00:00Z
Q24009613,,
Q24010603,1930-11-13T00:00:00Z,
Q24034719,1841-01-01T00:00:00Z,1912-01-01T00:00:00Z
Q24042295,1972-01-01T00:00:00Z,
Q24042304,1961-01-01T00:00:00Z,
Q24042307,,
Àngel Puyol,1968-01-01T00:00:00Z,
Angel Luis González,1948-09-13T00:00:00Z,2016-04-16T00:00:00Z
Q24054879,1941-01-01T00:00:00Z,
Rafael Ángel Herra,1943-11-18T00:00:00Z,
Dennis J. Schmidt,,
Anatoly Kavalerovo,1937-06-03T00:00:00Z,2013-01-01T00:00:00Z
Hasok Chang,1967-03-26T00:00:00Z,
William R. Schroeder,,
Q24256366,1949-07-25T00:00:00Z,
John Hadley,1966-09-27T00:00:00Z,
Q24287224,,
Federica Montevecchi,1966-06-23T00:00:00Z,
Ljubomir Bratić,1964-01-01T00:00:00Z,
Q24571161,1929-12-24T00:00:00Z,2011-01-01T00:00:00Z
Romualdo Bobba,1828-02-07T00:00:00Z,1905-12-14T00:00:00Z
Emidio Ursoleo,1871-01-01T00:00:00Z,1955-01-01T00:00:00Z
Q24737372,,
Q24737420,1531-12-18T00:00:00Z,1593-01-01T00:00:00Z
Michel Juffé,1945-03-30T00:00:00Z,
Q24941719,1735-01-01T00:00:00Z,1804-01-01T00:00:00Z
Alessandro Marsili,1601-01-01T00:00:00Z,1670-01-01T00:00:00Z
Javier Prado Galán,1959-07-01T00:00:00Z,
Lynne Karen Deutsch,1956-11-26T00:00:00Z,2004-04-02T00:00:00Z
Raphael Sassower,1955-09-26T00:00:00Z,
Hierius,,
Theodosis Pelegrinis,1948-01-01T00:00:00Z,
Q25536440,1925-04-07T00:00:00Z,
Bogusław Paź,,
Q25686674,1900-07-31T00:00:00Z,1979-02-08T00:00:00Z
Vincenzo Cilento,1903-12-01T00:00:00Z,1980-02-07T00:00:00Z
Vitomir Mitevski,1951-10-14T00:00:00Z,
Christian Clodius,1694-01-01T00:00:00Z,1775-01-01T00:00:00Z
Gabriel-Ángel Rodríguez Millán,2000-01-01T00:00:00Z,
Henry Aiken,1912-07-03T00:00:00Z,1982-03-30T00:00:00Z
Cezar Mititelu,1945-01-01T00:00:00Z,1999-01-01T00:00:00Z
Sebastian Rödl,1967-01-01T00:00:00Z,
Götz Martius,1853-03-07T00:00:00Z,1927-05-27T00:00:00Z
Wolfgang Rother,1955-05-23T00:00:00Z,
Edmond Avetyan,1929-11-10T00:00:00Z,2001-12-18T00:00:00Z
Bartłomiej Sipiński,1984-02-27T00:00:00Z,
Boris Cvek,1976-03-26T00:00:00Z,
Q26263533,1450-01-01T00:00:00Z,1520-01-01T00:00:00Z
Q26267121,1530-01-01T00:00:00Z,1593-01-01T00:00:00Z
Marcel Voisin,1935-04-11T00:00:00Z,
Tamara Horowitz,1950-11-07T00:00:00Z,2000-01-30T00:00:00Z
Luboš Antonín,1952-06-22T00:00:00Z,2016-08-17T00:00:00Z
Anita Avramides,,
Ruth Anna Putnam,1927-09-20T00:00:00Z,
Rachel Cooper,1974-01-01T00:00:00Z,
Raphaële Andrault,t226594212,
Roderick D. Bush,1945-11-12T00:00:00Z,2013-12-05T00:00:00Z
Lez Edmond,,
Karl W. Aschenbrenner,,1988-07-04T00:00:00Z
Takatarō Kimura,1870-10-12T00:00:00Z,1931-01-01T00:00:00Z
Takehiro Sueki,1921-09-10T00:00:00Z,2007-12-01T00:00:00Z
Shūrō Honda,1909-06-08T00:00:00Z,1990-12-11T00:00:00Z
Q11522210,1844-06-22T00:00:00Z,1931-06-08T00:00:00Z
Hiroko Sugita,1935-03-01T00:00:00Z,
Satoshi Sugita,1953-04-22T00:00:00Z,
Katsuzo Murakami,1944-04-23T00:00:00Z,
Masuko Murakami,1933-01-01T00:00:00Z,
Takao Murakami,1947-12-01T00:00:00Z,
Norio Murai,1962-01-01T00:00:00Z,
Noriaki Murayama,1943-01-01T00:00:00Z,
Shin'ichi Muraoka,1952-01-01T00:00:00Z,
Tamotsu Murata,1924-03-11T00:00:00Z,2008-07-06T00:00:00Z
Ryūei Tsueshita,1929-01-01T00:00:00Z,
Toyoshige Matsuzuka,1930-01-01T00:00:00Z,
Shuntarō Matsuyama,1930-08-27T00:00:00Z,2014-05-11T00:00:00Z
Kazuto Matsumura,1905-07-11T00:00:00Z,1977-06-22T00:00:00Z
Kengo Matsumura,1947-01-01T00:00:00Z,
Sumio Matsunaga,1947-01-01T00:00:00Z,
Shinzaburō Matsunami,1913-08-18T00:00:00Z,1989-09-02T00:00:00Z
Shōichi Matsuba,1955-01-01T00:00:00Z,
Yūjin Itabashi,1971-01-01T00:00:00Z,
Keiichi Kashiwabara,1935-05-01T00:00:00Z,
Tami Yanagisawa,1973-01-01T00:00:00Z,
Kenjūrō Yanagida,1893-11-23T00:00:00Z,1983-01-16T00:00:00Z
Masayoshi Shibata,1953-01-01T00:00:00Z,
Tōru Shibata,1937-01-01T00:00:00Z,
Q11536639,1902-06-16T00:00:00Z,1985-11-20T00:00:00Z
Q11537523,1951-07-25T00:00:00Z,
Tsutomu Kuwaki,1913-06-25T00:00:00Z,2000-02-15T00:00:00Z
Genyoku Kuwaki,1874-06-25T00:00:00Z,1946-12-15T00:00:00Z
Kōzō Kuwano,1940-01-01T00:00:00Z,
Narihiro Sakurai,1902-01-01T00:00:00Z,1995-12-07T00:00:00Z
Keizaburō Masuda,1904-01-01T00:00:00Z,1990-01-01T00:00:00Z
Katsumi Umemoto,1912-03-26T00:00:00Z,1974-01-14T00:00:00Z
Akihide Kakehashi,1902-07-16T00:00:00Z,1996-04-14T00:00:00Z
Ichirō Mori,1962-01-01T00:00:00Z,
Shinzō Mori,1896-09-23T00:00:00Z,1992-11-21T00:00:00Z
Mitsuo Moriguchi,1921-06-12T00:00:00Z,1993-01-01T00:00:00Z
Akira Mori,1935-01-01T00:00:00Z,
Kōichi Mori,1901-08-21T00:00:00Z,1993-02-09T00:00:00Z
Osamu Morimura,1961-07-21T00:00:00Z,
Q11539994,1901-04-28T00:00:00Z,1994-01-25T00:00:00Z
Q11540208,1945-01-01T00:00:00Z,
Shin'ichi Mori,1922-06-10T00:00:00Z,2005-10-11T00:00:00Z
Seiji Ueda,1902-07-18T00:00:00Z,1963-10-30T00:00:00Z
Tatsuya Sakakibara,1967-01-01T00:00:00Z,
Yutaka Tsukinoki,1949-01-01T00:00:00Z,
Kinshirō Kashiyama,1907-05-01T00:00:00Z,1977-08-07T00:00:00Z
Mineo Hashimoto,1924-09-01T00:00:00Z,1984-03-07T00:00:00Z
Tatsuya Higaki,1964-01-01T00:00:00Z,
Tatehito Takechi,1901-05-01T00:00:00Z,1986-02-16T00:00:00Z
Masako Keta,1953-01-11T00:00:00Z,
Muneaki Mizuchi,1928-09-06T00:00:00Z,
Kazuhisa Mizuno,1932-01-01T00:00:00Z,
Hitoshi Nagai,1951-01-01T00:00:00Z,
Hitoshi Nagai,1951-11-10T00:00:00Z,
Shigeo Nagai,1921-01-01T00:00:00Z,2006-01-01T00:00:00Z
Hiroshi Nagata,1904-04-01T00:00:00Z,1947-09-07T00:00:00Z
Yoshio Nagano,1894-08-29T00:00:00Z,1967-12-22T00:00:00Z
Takao Egawa,1958-01-08T00:00:00Z,
Kenzō Ikegami,1900-11-12T00:00:00Z,1956-01-29T00:00:00Z
Shigenobu Ikejima,1904-01-01T00:00:00Z,1991-01-01T00:00:00Z
Akiko Ikeda,1960-08-21T00:00:00Z,2007-02-23T00:00:00Z
Mie Ikeda,1919-01-01T00:00:00Z,1997-01-01T00:00:00Z
Nobushige Sawada,1916-09-26T00:00:00Z,2006-04-14T00:00:00Z
Kawai Eijirō,1891-02-13T00:00:00Z,1944-02-15T00:00:00Z
Hideo Kawamoto,1953-05-01T00:00:00Z,
Q11553919,1886-01-01T00:00:00Z,1931-01-01T00:00:00Z
Jirō Kawamura,1958-01-01T00:00:00Z,
Yoichi Kōno,1896-09-12T00:00:00Z,1984-07-06T00:00:00Z
Tetsuya Kōno,1963-01-01T00:00:00Z,
Harunori Izumi,1928-01-01T00:00:00Z,2011-06-01T00:00:00Z
Shūzaburō Izumiya,1936-01-01T00:00:00Z,
Ichirō Hatano,1922-07-28T00:00:00Z,1969-01-01T00:00:00Z
Yasutarō Danno,1902-07-02T00:00:00Z,1967-09-28T00:00:00Z
Tetsurō Shimizu,1947-01-01T00:00:00Z,
Takichi Shimizu,1933-08-08T00:00:00Z,
Masanori Shimizu,1921-01-01T00:00:00Z,2004-03-07T00:00:00Z
Maki Shimizu,1968-01-01T00:00:00Z,
Reiko Shimizu,1935-07-01T00:00:00Z,2006-03-04T00:00:00Z
Makoto Shimizu,1933-01-01T00:00:00Z,2009-01-01T00:00:00Z
Mahito Kiyoshi,1949-01-01T00:00:00Z,
Jirō Watanabe,1931-10-15T00:00:00Z,2008-02-12T00:00:00Z
Q11562682,1947-04-01T00:00:00Z,
Yutaka Yuda,1931-05-15T00:00:00Z,
Katsumi Takizawa,1909-03-08T00:00:00Z,1984-06-26T00:00:00Z
Shizuo Takiura,1927-01-19T00:00:00Z,2011-06-14T00:00:00Z
Hisayuki Omodaka,1904-08-07T00:00:00Z,1995-02-26T00:00:00Z
Nao Sawada,1959-01-01T00:00:00Z,
Masaki Sawano,1960-01-01T00:00:00Z,
Osamu Hamai,1936-08-01T00:00:00Z,
Sumihiko Kumano,1958-11-10T00:00:00Z,
Noriyuki Makino,1939-01-01T00:00:00Z,
Shigeru Tamai,1907-01-01T00:00:00Z,1998-02-28T00:00:00Z
Keizō Ikimatsu,1928-01-01T00:00:00Z,1984-01-01T00:00:00Z
Kyūbun Tanaka,1952-09-01T00:00:00Z,
Gen Tanaka,1927-01-01T00:00:00Z,
Q11575726,1868-01-24T00:00:00Z,1932-05-09T00:00:00Z
Michitarō Tanaka,1902-01-01T00:00:00Z,1985-12-18T00:00:00Z
Alan Millar,,
Paul Foulquié,1893-03-16T00:00:00Z,1983-09-06T00:00:00Z
Gerhard Frey,1915-10-19T00:00:00Z,2002-06-19T00:00:00Z
Claire Colebrook,1965-10-25T00:00:00Z,
Robert Falconer,1867-02-10T00:00:00Z,1943-11-04T00:00:00Z
Yang Changji,1871-04-21T00:00:00Z,1920-01-17T00:00:00Z
Alexander Pruss,1973-01-05T00:00:00Z,
T. A. Goudge,1910-01-19T00:00:00Z,1999-06-20T00:00:00Z
Michael Tooley,,
David H. M. Brooks,1950-02-06T00:00:00Z,1996-10-27T00:00:00Z
David Batstone,,
Johan Degenaar,1926-03-07T00:00:00Z,
Mine Hideki,1950-01-01T00:00:00Z,
Bernard Reyndorp,1870-04-28T00:00:00Z,1950-01-30T00:00:00Z
Kiarina Kordela,1963-07-13T00:00:00Z,
Hosokawa Ryōichi,1947-01-01T00:00:00Z,
Thomas Mormann,1951-01-01T00:00:00Z,
Notonagoro,1905-12-10T00:00:00Z,1981-09-23T00:00:00Z
Tokunō Bun,1866-10-05T00:00:00Z,1945-02-08T00:00:00Z
Alexander N. Chumakov,1950-10-01T00:00:00Z,
Bankowski Lev,1938-07-10T00:00:00Z,2011-04-01T00:00:00Z
Georg Brutyan,1926-03-24T00:00:00Z,2015-12-08T00:00:00Z
Elena Nikolayevna Viktoruk,1961-06-09T00:00:00Z,
Q15065013,1945-10-05T00:00:00Z,
Q15065659,1870-06-11T00:00:00Z,1935-11-19T00:00:00Z
Q15065811,1957-09-15T00:00:00Z,
Vladimir Ivanovski,1867-08-06T00:00:00Z,1939-01-04T00:00:00Z
Jamie Whyte,,
Q15071352,1893-01-01T00:00:00Z,1937-11-26T00:00:00Z
Karl Lugebil,1830-11-11T00:00:00Z,1887-12-28T00:00:00Z
Viktoria Suchantseva,1949-01-19T00:00:00Z,
Antiphon,-478-01-01T00:00:00Z,-408-01-01T00:00:00Z
Gilbert Mury,1920-02-12T00:00:00Z,1975-05-16T00:00:00Z
Pierre-Benjamin Lafaye,1809-07-06T00:00:00Z,1867-01-05T00:00:00Z
Joseph Combès,1920-01-01T00:00:00Z,2002-06-20T00:00:00Z
Q15081102,1886-08-26T00:00:00Z,1941-01-01T00:00:00Z
Mineshima Hideo,1927-01-01T00:00:00Z,2013-10-16T00:00:00Z
Shinohara Masatake,1975-01-01T00:00:00Z,
James Garvey,,
Q15118093,1360-01-01T00:00:00Z,1426-01-01T00:00:00Z
Olexander Chyrkov,1941-11-01T00:00:00Z,
Icilio Vanni,1855-01-01T00:00:00Z,1903-01-01T00:00:00Z
Maheśvarānanda,1201-01-01T00:00:00Z,1400-01-01T00:00:00Z
Takashina Junji,1899-10-22T00:00:00Z,1989-07-13T00:00:00Z
Maël Renouard,1979-01-01T00:00:00Z,
Józef Emanuel Jankowski,1790-01-01T00:00:00Z,1847-01-01T00:00:00Z
Ludovico Boccadiferro,1482-01-01T00:00:00Z,1545-05-03T00:00:00Z
Nakamura Hideyoshi,1922-07-29T00:00:00Z,1986-12-25T00:00:00Z
Q15210247,1930-11-07T00:00:00Z,2013-05-01T00:00:00Z
Giulio Raio,1949-01-01T00:00:00Z,
Giuliano Di Bernardo,1939-03-01T00:00:00Z,
György Raicsáni,1669-09-08T00:00:00Z,1734-07-05T00:00:00Z
Max Bernhard Weinstein,1852-01-01T00:00:00Z,1918-01-01T00:00:00Z
Kosaka Kunitsugu,1943-01-01T00:00:00Z,
Bernhard Pünjer,1850-06-07T00:00:00Z,1885-05-13T00:00:00Z
Hayakawa Jirō,1928-03-01T00:00:00Z,
Santiago Lopez Petit,1950-01-01T00:00:00Z,
Marcel Drouin,1871-02-06T00:00:00Z,1943-02-01T00:00:00Z
Yves Floucat,1950-06-14T00:00:00Z,
François de Lanion,,
Paul-Antoine Miquel,1959-11-16T00:00:00Z,
Maria Teresa Ricci,t432849421,
Andrea Caffi,1887-05-01T00:00:00Z,1955-07-22T00:00:00Z
Pedro Pablo Caro,1875-05-12T00:00:00Z,1959-07-03T00:00:00Z
Wolfgang Spohn,1950-03-20T00:00:00Z,
Andreas Planer,1546-01-01T00:00:00Z,1606-01-01T00:00:00Z
Guido Löhrer,1960-01-01T00:00:00Z,
Morris Lazerowitz,1907-10-22T00:00:00Z,1987-02-25T00:00:00Z
Amie Thomasson,1968-07-04T00:00:00Z,
Andrea Nightingale,,
Suzy Kassem,1975-01-01T00:00:00Z,
Edward Feser,1968-01-01T00:00:00Z,
Sander Griffioen,1941-05-31T00:00:00Z,
Sytse Strijbos,1944-01-01T00:00:00Z,
Paul Cilliers,1956-12-25T00:00:00Z,2011-07-31T00:00:00Z
Lorella Cedroni,1961-05-24T00:00:00Z,2013-08-28T00:00:00Z
Charlotte Witt,1951-09-27T00:00:00Z,
Ted Benton,1942-11-06T00:00:00Z,
Shabbir Akhtar,1960-01-01T00:00:00Z,
William Vorilong,1390-01-01T00:00:00Z,1463-01-01T00:00:00Z
William Vorilong,1390-01-01T00:00:00Z,1464-01-01T00:00:00Z
Norman P. Barry,1944-06-25T00:00:00Z,2008-10-21T00:00:00Z
Margarete Eberhardt,1886-08-18T00:00:00Z,1958-01-02T00:00:00Z
Emil Arnoldt,1828-02-06T00:00:00Z,1905-05-31T00:00:00Z
Dieter Fuder,1947-01-01T00:00:00Z,2011-06-19T00:00:00Z
Günter Wohlfart,1943-01-01T00:00:00Z,
Michael John Woods,1934-08-16T00:00:00Z,1993-04-02T00:00:00Z
Louis-Jean Lévesque de Pouilly,1691-08-01T00:00:00Z,1750-03-04T00:00:00Z
Louis-Jean Lévesque de Pouilly,1691-08-01T00:00:00Z,1751-01-01T00:00:00Z
Urs Thurnherr,1956-01-19T00:00:00Z,
Srećko Horvat,1983-02-28T00:00:00Z,
Alessandro Ferrara,1953-01-01T00:00:00Z,
Leo Hemetsberger,1965-03-09T00:00:00Z,
Hans Peter Balmer,1945-04-12T00:00:00Z,
Wilfried Hinsch,1956-09-17T00:00:00Z,
Manfred Baum,1939-04-15T00:00:00Z,
Keimpe Algra,1959-01-01T00:00:00Z,
Iso Kern,1937-10-03T00:00:00Z,
Michael Hissmann,1752-01-01T00:00:00Z,1784-01-01T00:00:00Z
Jac Essen,1908-01-01T00:00:00Z,1989-01-01T00:00:00Z
Zenji Kajiura,1905-01-01T00:00:00Z,1993-01-01T00:00:00Z
Takefumi Toda,1973-11-16T00:00:00Z,
Hiroshi Nishimura,1925-09-25T00:00:00Z,
Akira Nitta,1956-01-01T00:00:00Z,
Masashi Miwa,1926-05-20T00:00:00Z,
Gisèle Brelet,1915-01-01T00:00:00Z,1973-01-01T00:00:00Z
Gisèle Brelet,1919-01-01T00:00:00Z,1973-01-01T00:00:00Z
Pasiphon,,
Gerardus von Harderwijck,,1503-01-01T00:00:00Z
Salvador Jara Guerrero García,1955-10-14T00:00:00Z,
Jorge Manzano Vargas,1930-09-05T00:00:00Z,2013-09-21T00:00:00Z
Edward S. Casey,1939-02-24T00:00:00Z,
Domenico Bruschi,1787-01-01T00:00:00Z,1863-01-01T00:00:00Z
Iacopo Bussolari,1312-01-01T00:00:00Z,1380-01-01T00:00:00Z
Eudemus of Cyprus,,
Pier Paolo Ottonello,,
Hélène Metzger,1889-08-26T00:00:00Z,1944-03-07T00:00:00Z
Francesc Alcayde Vilar,1889-06-30T00:00:00Z,1973-01-01T00:00:00Z
Guillem Gonyalons,1642-01-01T00:00:00Z,1708-01-01T00:00:00Z
Cosme Damià Hortolà,1493-01-01T00:00:00Z,1568-02-03T00:00:00Z
Josep Martí,1732-09-19T00:00:00Z,1806-08-03T00:00:00Z
Francesc d'Assís Masferrer i Arquimbau,1847-01-01T00:00:00Z,1901-01-01T00:00:00Z
Ibn al-Khammar,0942-01-01T00:00:00Z,
Roland Hagenbüchle,1932-10-13T00:00:00Z,2008-01-14T00:00:00Z
Ramón Massó Tarruella,1928-01-01T00:00:00Z,
William James Chidley,1860-01-01T00:00:00Z,1916-01-01T00:00:00Z
Bruno Würtz,1933-01-01T00:00:00Z,1992-01-01T00:00:00Z
Mihai Ralea,1896-05-01T00:00:00Z,1964-08-17T00:00:00Z
Escopelià,,
Everett J. Nelson,1900-10-18T00:00:00Z,1988-09-29T00:00:00Z
Hans Ebeling,1939-08-08T00:00:00Z,
Gary Gutting,1942-11-04T00:00:00Z,
Cazio Insubro,,
Erasmo Silvio Storace,1980-01-01T00:00:00Z,
Manuel Sánchez Cuesta,1942-05-13T00:00:00Z,
Angelo Ermanno Cammarata,1899-01-01T00:00:00Z,1971-01-01T00:00:00Z
Gaston Rageot,1871-02-02T00:00:00Z,1942-01-01T00:00:00Z
George Khutsishvili,1948-11-15T00:00:00Z,2013-10-04T00:00:00Z
Yoshimi Fujita,1915-02-26T00:00:00Z,
Baldine Saint Girons,1945-04-03T00:00:00Z,
Ivan Segré,1973-01-01T00:00:00Z,
Robert Simonič,1966-01-26T00:00:00Z,
Hendrik Josephus Pos,1898-07-11T00:00:00Z,1955-09-25T00:00:00Z
Johann Jakob Wagner,1775-01-21T00:00:00Z,1841-11-22T00:00:00Z
Heraclitus of Tyre,,
Takuo Aoyama,1975-01-01T00:00:00Z,
Masayuki Miki,1926-01-01T00:00:00Z,
Michihiko Morooka,1949-01-01T00:00:00Z,
Antoni Torró i Sansalvador,1887-01-01T00:00:00Z,1937-01-01T00:00:00Z
Giorgio Baratta,1938-01-01T00:00:00Z,2010-01-01T00:00:00Z
Françoise Armengaud,1942-09-16T00:00:00Z,
Q17371776,1980-03-18T00:00:00Z,
Gail Stine,1940-01-01T00:00:00Z,1977-01-01T00:00:00Z
Felicia Nimue Ackerman,,
Andrew Brook,1943-03-17T00:00:00Z,
Cecilia Trifogli,1961-02-07T00:00:00Z,
Lorraine Smith Pangle,,
David Crocker,1937-10-04T00:00:00Z,
Emma Rush,,
Maurice von Kármán,,1915-01-01T00:00:00Z
Bojan Borstner,1954-03-06T00:00:00Z,
Vinko Brumen,1909-12-06T00:00:00Z,1993-03-25T00:00:00Z
Frančišek Lampe,1859-02-23T00:00:00Z,1900-09-24T00:00:00Z
William O. Stephens,1962-06-10T00:00:00Z,
Victor Săhleanu,1924-02-01T00:00:00Z,1997-08-29T00:00:00Z
Oleg Timofeevič Ermišin,1966-08-31T00:00:00Z,
Leopold Lénard,1876-11-02T00:00:00Z,1962-01-23T00:00:00Z
Nils Röller,1966-01-01T00:00:00Z,
Eitbar Hussain Bartar,1889-04-01T00:00:00Z,1974-01-01T00:00:00Z
William Henry Chamberlin,1870-02-12T00:00:00Z,1921-01-01T00:00:00Z
René Hubert,1885-07-22T00:00:00Z,1954-10-13T00:00:00Z
Ivan Tšetverikov,1880-01-01T00:00:00Z,1969-01-01T00:00:00Z
Edvard Arab-Ogly,1925-10-13T00:00:00Z,2001-06-14T00:00:00Z
Tina Fernandes Botts,,
Hannah Ginsborg,,
Kathrin Koslicki,1967-11-30T00:00:00Z,
Krzysztof Środa,1959-01-01T00:00:00Z,
Carlo Dalla Pozza,1942-10-16T00:00:00Z,2014-07-18T00:00:00Z
Vladimir Anisimoff,1950-03-14T00:00:00Z,
Grigori Mints,1939-06-07T00:00:00Z,2014-05-29T00:00:00Z
Diego Are,1914-01-02T00:00:00Z,2000-07-24T00:00:00Z
S. K. Dey,1905-01-01T00:00:00Z,1989-01-01T00:00:00Z
Erich Satter,1935-01-01T00:00:00Z,
Stefan Zenklusen,1966-04-04T00:00:00Z,
Maria-Cristina Pitassi,1954-05-24T00:00:00Z,
Gilles Vervisch,1974-01-01T00:00:00Z,
Dorthe Jørgensen,1959-01-01T00:00:00Z,
Claudia Card,1940-09-30T00:00:00Z,2015-09-12T00:00:00Z
Francis Warrain,1867-10-10T00:00:00Z,1940-02-29T00:00:00Z
Geoffroy de Lagasnerie,1981-01-01T00:00:00Z,
Q17631069,1275-01-01T00:00:00Z,1296-01-01T00:00:00Z
Jérôme Batout,1979-03-01T00:00:00Z,
Marcello Vitali-Rosati,1979-09-02T00:00:00Z,
Rosario Assunto,1915-03-28T00:00:00Z,1994-01-24T00:00:00Z
Santi Lo Giudice,1946-10-28T00:00:00Z,2014-08-23T00:00:00Z
Q17682674,1931-07-31T00:00:00Z,2010-08-08T00:00:00Z
Ichirō Kishimi,1956-01-01T00:00:00Z,
Satsuki Tasaka,1959-01-01T00:00:00Z,
Asaki Nishikawa,1975-01-01T00:00:00Z,
Kenneth Megill,1939-01-01T00:00:00Z,
Kanji Taguchi,1923-06-22T00:00:00Z,1988-01-01T00:00:00Z
Sadao Tajima,1925-01-01T00:00:00Z,2007-10-15T00:00:00Z
Ichirō Tamura,1934-01-01T00:00:00Z,
Tetsuji Yura,1897-01-01T00:00:00Z,1979-03-01T00:00:00Z
Naoshi Hatanaka,1899-01-01T00:00:00Z,1980-01-01T00:00:00Z
Tōru Sagara,1921-01-01T00:00:00Z,2000-01-01T00:00:00Z
Shin'ichi Mashita,1906-10-24T00:00:00Z,1985-02-09T00:00:00Z
Q11583944,1918-05-02T00:00:00Z,1989-08-16T00:00:00Z
Yoshimori Yazaki,1895-08-13T00:00:00Z,1953-04-07T00:00:00Z
Nobuo Ishii,1942-01-01T00:00:00Z,
Q11585478,1951-03-30T00:00:00Z,2014-05-24T00:00:00Z
Fumiyasu Ishikawa,1946-01-01T00:00:00Z,2013-02-10T00:00:00Z
Yutaka Ishigami,1946-04-01T00:00:00Z,
Yūichi Sunakawa,1949-06-01T00:00:00Z,
Ryūko Jinna,1964-01-01T00:00:00Z,
Shigeru Kanzaki,1952-11-29T00:00:00Z,2016-10-20T00:00:00Z
Masahiko Kamikawa,1929-11-05T00:00:00Z,2009-03-13T00:00:00Z
Keiichirō Kamino,1932-01-01T00:00:00Z,
Kazuteru Fukui,1948-01-01T00:00:00Z,
Masao Fukuyoshi,1943-01-01T00:00:00Z,
Atsushi Fukui,1938-09-01T00:00:00Z,
Tomomi Fukushima,1971-01-01T00:00:00Z,
Mitsuji Fukunaga,1918-07-26T00:00:00Z,2001-12-20T00:00:00Z
